,Title,Sector,Condition,Location,Type
251,(주)맨파워코리아,인사·교육·노무경영분석·컨설턴트 외,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직
252,모든테크,건축·인테리어·설계,"신입 · 경력
고졸↑",경기 김포시,정규직 · 파트
253,우상건설(주),토목·조경·도시·측량안전·품질·검사·관리,"경력무관
고졸↑",서울 송파구,정규직
254,(주)키스템프,경리·출납·결산회계·재무·세무·IR 외,"경력 1년↑
학력무관",서울 강남구,계약직 · 파견직
255,(주)삼아다이아톱,생산·제조·포장·조립,"경력무관
고졸↑",대구 달서구,정규직
256,씨아이지해운(주),기획·전략·경영경리·출납·결산,"3 ~ 7년
학력무관",서울 영등포구,정규직
257,(주)비티아즈,구매·자재·재고기획·전략·경영 외,"2 ~ 5년
대학교(4년)↑",서울 마포구,정규직 · 계약직
258,리드정보기술㈜,웹개발응용프로그램개발,"신입 · 경력
대학교(4년)↑",서울 영등포구,정규직
259,한성푸드영농조합법인,무역사무·수출입,"신입
학력무관",전남 고흥군,정규직 · 인턴직
260,(주)부흥글로벌식품,물류·유통·운송,"경력무관
학력무관",부산 강서구,정규직
261,(주)메이데이컴퍼니,마케팅·광고·분석,"신입 · 경력
학력무관",서울 노원구,정규직
262,세한에너지(주),전기·소방·통신·설비,"신입 · 경력
대학(2,3년)↑",경북 경산시,정규직
263,바른부부한의원,간호조무사,"경력무관
고졸↑",전남 나주시,정규직
264,한국차폐기술(주),기술영업,"경력무관
대학교(4년)↑",경북 경산시,정규직
265,(주)유림산업,화학·에너지생산·제조·포장·조립,"신입
학력무관",경기 시흥시,정규직
266,(주)쿠캣,웹개발,"경력 2년↑
학력무관",서울 강남구,정규직
267,(주)스틸뱅크,토목·조경·도시·측량건축·인테리어·설계 외,"신입
고졸↑",경기 고양시 덕양구,정규직
268,(주)지음지식서비스,웹개발응용프로그램개발 외,"신입
대학교(4년)↑",경기 성남시 수정구,정규직
269,파이토뉴트리(주),마케팅·광고·분석,"경력무관
학력무관",서울 강남구,정규직
270,주식회사 피에스테크,금속·금형생산·제조·포장·조립,"경력무관
학력무관",대구 달성군,정규직
271,세무법인다름,회계·재무·세무·IR세무·회계·CPA,"3 ~ 20년
학력무관",서울 강남구,정규직
272,농업회사법인누리(주),바이오·제약·식품,"경력무관
대학(2,3년)↑",전북 익산시,정규직 · 계약직
273,(주)스토리앤미디어,홍보·PR·사보사무보조·문서작성 외,"신입
대학교(4년)↑",서울 강남구,정규직
274,(주)에스텍플러스,물류·유통·운송생산·제조·포장·조립,"경력무관
학력무관",경기 파주시,정규직 · 계약직
275,(주)트러스트,마케팅·광고·분석광고영업,"경력
고졸↑",경기 성남시 분당구,정규직 · 프리랜서
276,(주)엘에이알,의류·패션·잡화디자인,"신입 · 경력
학력무관",서울 성동구,정규직
277,(주)풍산화동양행,사무보조·문서작성고객센터·CS 외,"신입 · 경력
대학교(4년)↑",서울 서초구,계약직 · 아르바이트
278,타이어파는청년,AS·서비스·수리,"경력무관
학력무관",서울 영등포구,정규직
279,(주)포자랩스,웹개발,"경력무관
대학교(4년)↑",서울 서초구,정규직
280,(주)맨파워그룹코리아,홍보·PR·사보마케팅·광고·분석 외,"경력무관
대학(2,3년)↑",서울 강동구,계약직 · 파견직
281,성심블라인드,납품·배송·택배생산·제조·포장·조립 외,"경력무관
학력무관",서울 서초구,정규직
282,(주)클레버클라우드,웹기획·PM웹개발,"2 ~ 5년
학력무관",울산 중구,정규직
283,(주)국제타일,구매·자재·재고납품·배송·택배,"경력무관
학력무관",서울 노원구,정규직
284,(주)씨케이파트너스,기획·전략·경영홍보·PR·사보,"2 ~ 5년
대학(2,3년)↑",강원 원주시,정규직
285,㈜플랜투스,총무·법무·사무사무보조·문서작성,"경력무관
대학(2,3년)↑",서울 금천구,정규직 · 계약직
286,드림SIGN&DESIGN,그래픽디자인·CG제품·산업디자인 외,"신입 · 경력
대학(2,3년)↑",경기 부천시 오정구,정규직
287,맨파워코리아,생산·제조·포장·조립,"경력무관
학력무관",경남 진주시,정규직
288,(주)라이브셀인스트루먼트,IT·솔루션영업생산관리·품질관리 외,"신입 · 경력
고졸↑",경기 남양주시,정규직
289,(주)케이에스커리어,TM·아웃바운드TM·인바운드 외,"2년
학력무관",서울 강남구,정규직 · 계약직
290,(주)지우건업,인사·교육·노무본사·관리·전산,"경력 1년↑
고졸↑",경기 남양주시,정규직
291,버들미디어,그래픽디자인·CG광고·카피·CF 외,"신입 · 경력
대학(2,3년)↑",서울 강남구,정규직
292,에이씨아이건설(주),건축·인테리어·설계,"경력무관
학력무관",서울 강남구,정규직
293,(주)글루가,해외영업·무역영업구매·자재·재고 외,"신입 · 경력
고졸↑",서울 성동구,정규직 · 인턴직
294,(주)더이안,사무보조·문서작성일반영업 외,"경력무관
학력무관",경기 화성시,정규직
295,의료법인 명지의료재단 명지병원,총무·법무·사무의료기사 외,"경력무관
대학(2,3년)↑",인천 중구,계약직
296,(주)에스테이트,기획·전략·경영보안·경호·안전 외,"신입 · 경력
대학(2,3년)↑",서울 강서구,정규직
297,㈜에스이에스,생산관리·품질관리생산·제조·포장·조립 외,"경력무관
고졸↑",경기 수원시 영통구,계약직
298,(주)제일하이텍,물류·유통·운송기계·기계설비 외,"경력무관
학력무관",대구 달성군,정규직 · 아르바이트
299,(주)꼼퍼니,마케팅·광고·분석,"경력 2년↑
대학(2,3년)↑",서울 강남구,정규직
300,(주)단석산업 군산1공장,기계·기계설비환경·플랜트,"신입 · 경력
대학교(4년)↑",전북 군산시,정규직
301,(주)맨파워그룹코리아,총무·법무·사무사무보조·문서작성 외,"경력무관
학력무관",서울 강남구,계약직 · 파견직
302,(주)맨파워그룹코리아,총무·법무·사무사무보조·문서작성 외,"경력 1년↑
학력무관",서울 서초구,계약직
303,(주)커스토머인사이트,데이터베이스·DBA,"신입 · 경력
대학(2,3년)↑",서울 송파구,정규직
304,숨은그림성형외과,간호조무사,"경력무관
고졸↑",대전 서구,정규직
305,(주)큐브원,생산·제조·포장·조립바이오·제약·식품,"경력무관
학력무관",경기 이천시,정규직 · 계약직
306,농업회사법인(주)계림농장,영업기획·관리·지원생산관리·품질관리,"경력무관
학력무관",충남 아산시,정규직
307,저스트핏,레저·스포츠,"경력무관
학력무관",경기 성남시 분당구,정규직
308,(주)민테크,연구소·R&D,"3 ~ 12년
학력무관",경기 화성시,정규직
309,청춘여가연구소,기획·전략·경영문화·예술·종교 외,"경력무관
대학교(4년)↑",서울 종로구,정규직
310,(주)비제이상상력,마케팅·광고·분석,"경력 1년↑
학력무관",서울 금천구,정규직
311,(주)맨파워그룹코리아,총무·법무·사무하드웨어·소프트웨어 외,"신입 · 경력
학력무관",서울 종로구,아르바이트 · 파견직
312,(주)메디위드,비서·안내·수행원,"경력무관
학력무관",부산 수영구,정규직
313,아산맨파워㈜,카메라·조명·미술공연·무대·스텝 외,"신입 · 경력
학력무관",서울 마포구,계약직 · 파견직
314,(주)자동차공학연구소,웹개발데이터베이스·DBA 외,"경력무관
대학(2,3년)↑",서울 성북구,정규직
315,(주)에이치알비젼,동영상·편집·코덱카메라·조명·미술 외,"경력무관
학력무관",서울 영등포구,계약직 · 파견직
316,한보화학(주),해외영업·무역영업일반영업 외,"신입
대학교(4년)↑",서울 영등포구,정규직
317,(주)박피디와황배우,상품기획·MD공연·무대·스텝,"경력무관
대학(2,3년)↑",경기 고양시 일산동구,계약직
318,Plusjun Studios,고객센터·CS카메라·조명·미술,"경력무관
학력무관",서울 성동구,정규직
319,(주)삼구아이앤씨,기획·전략·경영호텔·카지노·콘도 외,"경력무관
학력무관",대전 유성구,정규직
320,(주)자동차공학연구소,웹개발웹디자인 외,"경력무관
대학(2,3년)↑",서울 성북구,정규직
321,비티엔,기계·기계설비,"경력무관
학력무관",경기 화성시,정규직
322,(주)씨티씨바이오,물류·유통·운송구매·자재·재고 외,"경력무관
고졸↑",경기 화성시,정규직
323,(주)오마이컴퍼니,웹개발응용프로그램개발,"경력 4년↑
학력무관",서울 은평구,정규직
324,(주)미래엔에듀케어,유치원·보육입시·보습·속셈학원 외,"경력무관
대학(2,3년)↑",경기 용인시 기흥구,정규직
325,큰손닭한마리,외식·식음료,"경력무관
고졸↑",서울 송파구,정규직 · 파트
326,한샘인테리어안양평촌점(주),판매·매장관리,"신입 · 경력
대학(2,3년)↑",경기 안양시 동안구,정규직
327,(주)SIMPAC 당진공장,생산·제조·포장·조립,"신입 · 경력
고졸↑",충남 당진시,정규직
328,(주)소프트인,웹개발퍼블리싱·UI개발,"경력 2년↑
학력무관",서울 구로구,정규직
329,빅테크플러스(주),웹개발응용프로그램개발 외,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직
330,주식회사 명성산업,건축·인테리어·설계현장·시공·감리·공무,"경력무관
학력무관",대구 동구,정규직
331,에이앤지코리아보험중개(주),회계·재무·세무·IR,"신입 · 경력
학력무관",서울 종로구,정규직 · 계약직
332,(주)담종합건설,건축·인테리어·설계현장·시공·감리·공무 외,"경력무관
학력무관",서울 은평구,정규직
333,(주)금강웰빙푸드,그래픽디자인·CG,"경력무관
학력무관",충남 천안시 서북구,정규직
334,(주)대진소재,경리·출납·결산회계·재무·세무·IR 외,"신입 · 경력
대학교(4년)↑",서울 영등포구,정규직 · 계약직
335,(주)신성소재지점,생산관리·품질관리생산·제조·포장·조립 외,"신입 · 경력
학력무관",경기 안성시,정규직
336,청담April어학원 관악캠퍼스,외국어·어학원,"경력무관
대학교(4년)↑",서울 관악구,정규직
337,(주)홍진포장,물류·유통·운송납품·배송·택배 외,"경력무관
고졸↑",경기 용인시 처인구,정규직
338,(주)소진담컬쳐,외식·식음료요리·제빵사·영양사,"경력무관
학력무관",서울 강남구,정규직 · 계약직
339,(주)풍산화동양행,사무보조·문서작성고객센터·CS 외,"신입 · 경력
대학교(4년)↑",서울 서초구,계약직 · 아르바이트
340,(주)에스텍플러스,전기·소방·통신·설비안전·품질·검사·관리,"경력무관
학력무관",강원 평창군,정규직
341,(주)현대석재산업,현장·시공·감리·공무,"신입 · 경력
대학(2,3년)↑",경기 하남시,정규직
342,에이치아이여성의원,경리·출납·결산의료기타직,"2 ~ 5년
대학교(4년)↑",서울 강서구,정규직
343,주식회사 제이커머스,상품기획·MD,"신입 · 경력
대학교(4년)↑",서울 강서구,정규직
344,드림성형외과의원,미용·피부관리·애견,"경력무관
고졸↑",서울 강남구,정규직
345,(주)디에이치웰리빙,총무·법무·사무경리·출납·결산 외,"경력무관
학력무관",서울 강남구,정규직
346,네오다임(주),경리·출납·결산마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 서초구,정규직 · 계약직
347,청포로지스(주),경리·출납·결산사무보조·문서작성,"경력무관
대학(2,3년)↑",경북 칠곡군,정규직
348,주식회사 한울로지텍,전기·전자·제어생산관리·품질관리 외,"경력무관
고졸↑",경기 안산시 단원구,정규직
349,(주)비욘드디앤피,생산·제조·포장·조립,"경력무관
고졸↑",광주 광산구,정규직
350,빅마운트앤컴퍼니,물류·유통·운송해외영업·무역영업 외,"경력무관
학력무관",경기 부천시,정규직
351,에벤투스파트너스(주),경리·출납·결산,"경력무관
대학교(4년)↑",서울 용산구,정규직
